state_or_region,sector,year,price
Arizona,commercial,2018,10.555
Arizona,commercial,2019,10.173333333333334
Arizona,commercial,2020,10.020833333333334
Arizona,commercial,2021,10.2425
Arizona,commercial,2022,10.721666666666666
Arizona,commercial,2023,11.690833333333332
Arizona,commercial,2024,12.149166666666666
Arizona,commercial,2025,12.3975
Arizona,commercial,2026,11.46
Arizona,industrial,2001,5.230833333333333
Arizona,industrial,2002,5.1875
Arizona,industrial,2003,5.358333333333333
Arizona,industrial,2004,5.3425
Arizona,industrial,2005,5.836666666666666
Arizona,industrial,2006,5.671666666666667
Arizona,industrial,2007,6.0225
Arizona,industrial,2008,6.546666666666667
Arizona,industrial,2009,6.635833333333333
Arizona,industrial,2010,6.6066666666666665
Arizona,industrial,2011,6.5249999999999995
Arizona,industrial,2012,6.5075
Arizona,industrial,2013,6.635000000000001
Arizona,industrial,2014,6.4316666666666675
Arizona,industrial,2015,6.243333333333333
Arizona,industrial,2016,6.052499999999999
Arizona,industrial,2017,6.43
Arizona,industrial,2018,6.514166666666667
Arizona,industrial,2019,6.2525
Arizona,industrial,2020,6.036666666666666
Arizona,industrial,2021,6.766666666666667
Arizona,industrial,2022,7.823333333333333
Arizona,industrial,2023,8.085833333333333
Arizona,industrial,2024,7.8825
Arizona,industrial,2025,8.07
Arizona,industrial,2026,7.27
Arkansas,commercial,2001,6.170000000000001
Arkansas,commercial,2002,5.689166666666666
Arkansas,commercial,2003,5.516666666666667
Arkansas,commercial,2004,5.614166666666667
Arkansas,commercial,2005,6.140833333333333
Arkansas,commercial,2006,6.901666666666666
Arkansas,commercial,2007,6.900833333333334
Arkansas,commercial,2008,7.565
Arkansas,commercial,2009,7.55
Arkansas,commercial,2010,7.324166666666667
Arkansas,commercial,2011,7.465833333333333
Arkansas,commercial,2012,7.699166666666667
Arkansas,commercial,2013,8.0325
Arkansas,commercial,2014,8.020833333333334
Arkansas,commercial,2015,8.290833333333333
Arkansas,commercial,2016,8.215833333333334
Arkansas,commercial,2017,8.491666666666667
Arkansas,commercial,2018,7.7749999999999995
Arkansas,commercial,2019,8.78
Arkansas,commercial,2020,8.612499999999999
Arkansas,commercial,2021,9.5525
Arkansas,commercial,2022,10.199166666666667
Arkansas,commercial,2023,10.338333333333333
Arkansas,commercial,2024,10.249166666666666
Arkansas,commercial,2025,10.759166666666667
Arkansas,commercial,2026,11.12
Arkansas,industrial,2001,4.418333333333333
Arkansas,industrial,2002,4.005833333333333
Arkansas,industrial,2003,4.031666666666667
Arkansas,industrial,2004,4.1450000000000005
Arkansas,industrial,2005,4.715833333333333
Arkansas,industrial,2006,5.220833333333333
Arkansas,industrial,2007,5.236666666666666
Arkansas,industrial,2008,5.8725
Arkansas,industrial,2009,5.7575
Arkansas,industrial,2010,5.44
Arkansas,industrial,2011,5.608333333333333
Arkansas,industrial,2012,5.745833333333334
Arkansas,industrial,2013,6.0183333333333335
Arkansas,industrial,2014,5.998333333333334
Arkansas,industrial,2015,6.197500000000001
Arkansas,industrial,2016,6.055833333333333
Arkansas,industrial,2017,6.054166666666667
Arkansas,industrial,2018,5.640833333333333
Arkansas,industrial,2019,6.1191666666666675
Arkansas,industrial,2020,5.885000000000001
Arkansas,industrial,2021,6.5616666666666665
Arkansas,industrial,2022,7.3374999999999995
Arkansas,industrial,2023,6.849166666666666
Arkansas,industrial,2024,6.599166666666666
Arkansas,industrial,2025,6.6875
Arkansas,industrial,2026,7.12
California,commercial,2001,12.025
California,commercial,2002,13.255833333333333
California,commercial,2003,12.431666666666667
California,commercial,2004,11.608333333333334
California,commercial,2005,11.835
California,commercial,2006,12.766666666666666
California,commercial,2007,12.705
California,commercial,2008,12.446666666666667
California,commercial,2009,13.14
California,commercial,2010,12.972500000000002
California,commercial,2011,12.939166666666667
California,commercial,2012,13.280000000000001
California,commercial,2013,14.092500000000001
California,commercial,2014,15.46
California,commercial,2015,15.597500000000002
California,commercial,2016,14.979999999999999
California,commercial,2017,15.640833333333333
California,commercial,2018,16.221666666666668
California,commercial,2019,16.570833333333333
California,commercial,2020,17.426666666666666
California,commercial,2021,19.005
California,commercial,2022,21.623333333333335
California,commercial,2023,23.703333333333333
California,commercial,2024,25.3225
California,commercial,2025,26.1925
California,commercial,2026,23.13
California,industrial,2001,9.263333333333334
California,industrial,2002,9.7675
California,industrial,2003,9.5675
California,industrial,2004,9.248333333333333
California,industrial,2005,9.501666666666667
California,industrial,2006,10.0325
California,industrial,2007,9.933333333333334
California,industrial,2008,10.033333333333333
California,industrial,2009,10.348333333333334
California,industrial,2010,9.741666666666667
California,industrial,2011,10.0525
California,industrial,2012,10.424999999999999
California,industrial,2013,11.305
California,industrial,2014,12.1625
California,industrial,2015,12.020000000000001
California,industrial,2016,11.765833333333333
California,industrial,2017,12.543333333333335
California,industrial,2018,13.0175
California,industrial,2019,13.226666666666667
California,industrial,2020,14.068333333333333
California,industrial,2021,14.612499999999999
California,industrial,2022,16.855
California,industrial,2023,18.423333333333332
California,industrial,2024,21.1925
California,industrial,2025,21.3275
California,industrial,2026,19.11
Colorado,commercial,2001,5.656666666666666
Colorado,commercial,2002,5.658333333333334
Colorado,commercial,2003,6.59
Colorado,commercial,2004,6.889166666666667
Colorado,commercial,2005,7.6125
Colorado,commercial,2006,7.5125
Colorado,commercial,2007,7.628333333333334
Colorado,commercial,2008,8.539166666666667
Colorado,commercial,2009,8.130833333333333
Colorado,commercial,2010,9.108333333333333
Colorado,commercial,2011,9.4125
Colorado,commercial,2012,9.366666666666665
Colorado,commercial,2013,9.841666666666667
Colorado,commercial,2014,10.061666666666666
Colorado,commercial,2015,9.871666666666668
Colorado,commercial,2016,9.575
Colorado,commercial,2017,9.8675
Colorado,commercial,2018,9.998333333333333
Colorado,commercial,2019,10.417499999999999
Colorado,commercial,2020,10.276666666666666
Colorado,commercial,2021,10.799999999999999
Colorado,commercial,2022,11.546666666666667
Colorado,commercial,2023,11.615833333333333
Colorado,commercial,2024,11.6775
Colorado,commercial,2025,12.44
Colorado,commercial,2026,12.5
Colorado,industrial,2001,4.465833333333333
Colorado,industrial,2002,4.519166666666666
Colorado,industrial,2003,5.085
Colorado,industrial,2004,5.099166666666666
Colorado,industrial,2005,5.729166666666667
Colorado,industrial,2006,5.8825
Colorado,industrial,2007,5.97
Colorado,industrial,2008,6.613333333333333
Colorado,industrial,2009,6.364999999999999
Colorado,industrial,2010,6.881666666666667
Colorado,industrial,2011,7.034166666666667
Colorado,industrial,2012,6.927499999999999
Colorado,industrial,2013,7.325833333333333
Colorado,industrial,2014,7.453333333333333
Colorado,industrial,2015,7.390833333333333
Colorado,industrial,2016,7.335
Colorado,industrial,2017,7.488333333333333
Colorado,industrial,2018,7.460833333333333
Colorado,industrial,2019,7.3875
Colorado,industrial,2020,7.476666666666667
Colorado,industrial,2021,7.990833333333334
Colorado,industrial,2022,8.6075
Colorado,industrial,2023,8.486666666666666
Colorado,industrial,2024,8.61
Colorado,industrial,2025,9.049166666666666
Colorado,industrial,2026,9.36
Connecticut,commercial,2001,9.245833333333332
Connecticut,commercial,2002,9.321666666666667
Connecticut,commercial,2003,9.909166666666666
Connecticut,commercial,2004,9.888333333333334
Connecticut,commercial,2005,11.511666666666665
Connecticut,commercial,2006,14.0225
Connecticut,commercial,2007,15.405
Connecticut,commercial,2008,17.115
Connecticut,commercial,2009,16.8675
Connecticut,commercial,2010,16.450833333333332
Connecticut,commercial,2011,15.575833333333334
Connecticut,commercial,2012,14.659166666666666
Connecticut,commercial,2013,14.645833333333334
Connecticut,commercial,2014,15.5525
Connecticut,commercial,2015,15.995
Connecticut,commercial,2016,15.761666666666665
Connecticut,commercial,2017,16.06083333333333
Connecticut,commercial,2018,16.787499999999998
Connecticut,commercial,2019,16.775000000000002
Connecticut,commercial,2020,16.624166666666664
Connecticut,commercial,2021,16.5275
Connecticut,commercial,2022,18.580833333333334
Connecticut,commercial,2023,20.049166666666668
Connecticut,commercial,2024,21.232499999999998
Connecticut,commercial,2025,23.155833333333334
Connecticut,commercial,2026,23.16
Connecticut,industrial,2001,7.639166666666667
Connecticut,industrial,2002,7.679166666666667
Connecticut,industrial,2003,7.979166666666667
Connecticut,industrial,2004,7.873333333333334
Connecticut,industrial,2005,9.390833333333333
Connecticut,industrial,2006,11.7125
Connecticut,industrial,2007,12.956666666666665
Connecticut,industrial,2008,14.938333333333333
Connecticut,industrial,2009,14.981666666666667
Connecticut,industrial,2010,14.518333333333333
Connecticut,industrial,2011,13.253333333333332
Connecticut,industrial,2012,12.680833333333332
Connecticut,industrial,2013,12.613333333333335
Connecticut,industrial,2014,12.934166666666668
Connecticut,industrial,2015,12.974166666666667
Connecticut,industrial,2016,12.815833333333332
Connecticut,industrial,2017,13.094999999999999
Connecticut,industrial,2018,13.826666666666666
Connecticut,industrial,2019,13.4425
Connecticut,industrial,2020,13.086666666666666
Connecticut,industrial,2021,9.651666666666667
Connecticut,industrial,2022,15.091666666666667
Connecticut,industrial,2023,15.710833333333333
Connecticut,industrial,2024,17.143333333333334
Connecticut,industrial,2025,18.4275
Connecticut,industrial,2026,21.13
Delaware,commercial,2001,6.976666666666667
Delaware,commercial,2002,7.107500000000001
Delaware,commercial,2003,7.29
Delaware,commercial,2004,7.415833333333333
Delaware,commercial,2005,7.5683333333333325
Delaware,commercial,2006,10.119166666666667
Delaware,commercial,2007,11.2025
Delaware,commercial,2008,12.076666666666666
Delaware,commercial,2009,12.035833333333334
Delaware,commercial,2010,11.365833333333333
Delaware,commercial,2011,10.64
Delaware,commercial,2012,10.124166666666666
Delaware,commercial,2013,10.205
Delaware,commercial,2014,10.521666666666667
Delaware,commercial,2015,10.303333333333333
Delaware,commercial,2016,10.089166666666666
Delaware,commercial,2017,9.914166666666667
Delaware,commercial,2018,9.671666666666667
Delaware,commercial,2019,9.575833333333334
Delaware,commercial,2020,9.216666666666667
Delaware,commercial,2021,9.487499999999999
Delaware,commercial,2022,10.972499999999998
Delaware,commercial,2023,11.859166666666667
Delaware,commercial,2024,12.209166666666667
Delaware,commercial,2025,12.648333333333333
Delaware,commercial,2026,13.78
Delaware,industrial,2001,4.8341666666666665
Delaware,industrial,2002,4.848333333333334
Delaware,industrial,2003,5.1375
Delaware,industrial,2004,6.055833333333333
Delaware,industrial,2005,6.215833333333333
Delaware,industrial,2006,7.665833333333333
Delaware,industrial,2007,8.9175
Delaware,industrial,2008,10.476666666666667
Delaware,industrial,2009,9.523333333333333
Delaware,industrial,2010,9.549999999999999
Delaware,industrial,2011,8.924166666666666
Delaware,industrial,2012,8.366666666666667
Delaware,industrial,2013,8.435
Delaware,industrial,2014,8.625833333333333
Delaware,industrial,2015,8.3225
Delaware,industrial,2016,8.124166666666666
Delaware,industrial,2017,7.789166666666667
Delaware,industrial,2018,7.971666666666667
Delaware,industrial,2019,7.698333333333333
Delaware,industrial,2020,6.7775
Delaware,industrial,2021,7.600833333333333
Delaware,industrial,2022,8.76
Delaware,industrial,2023,7.889166666666667
Delaware,industrial,2024,8.491666666666667
Delaware,industrial,2025,9.66
Delaware,industrial,2026,13.82
District Of Columbia,commercial,2001,7.370833333333334
District Of Columbia,commercial,2002,7.235833333333333
District Of Columbia,commercial,2003,7.2825
District Of Columbia,commercial,2004,7.375
District Of Columbia,commercial,2005,9.1275
District Of Columbia,commercial,2006,11.064166666666667
District Of Columbia,commercial,2007,11.978333333333333
District Of Columbia,commercial,2008,13.265833333333333
District Of Columbia,commercial,2009,13.262500000000001
District Of Columbia,commercial,2010,13.4275
District Of Columbia,commercial,2011,12.913333333333334
District Of Columbia,commercial,2012,12.031666666666666
District Of Columbia,commercial,2013,11.9425
District Of Columbia,commercial,2014,12.21
District Of Columbia,commercial,2015,12.030833333333334
District Of Columbia,commercial,2016,11.730833333333335
District Of Columbia,commercial,2017,11.6775
District Of Columbia,commercial,2018,11.990833333333333
District Of Columbia,commercial,2019,12.293333333333335
District Of Columbia,commercial,2020,11.871666666666668
District Of Columbia,commercial,2021,12.9625
District Of Columbia,commercial,2022,15.575000000000001
District Of Columbia,commercial,2023,16.9375
District Of Columbia,commercial,2024,17.076666666666664
District Of Columbia,commercial,2025,20.407500000000002
District Of Columbia,commercial,2026,25.11
District Of Columbia,industrial,2001,4.74
District Of Columbia,industrial,2002,4.9383333333333335
District Of Columbia,industrial,2003,5.678333333333334
District Of Columbia,industrial,2004,4.695833333333334
District Of Columbia,industrial,2005,14.0775
District Of Columbia,industrial,2006,17.499166666666667
District Of Columbia,industrial,2007,9.335833333333333
District Of Columbia,industrial,2008,10.679166666666667
District Of Columbia,industrial,2009,8.3775
District Of Columbia,industrial,2010,7.695833333333333
District Of Columbia,industrial,2011,6.8725
District Of Columbia,industrial,2012,5.473333333333334
District Of Columbia,industrial,2013,5.478333333333333
District Of Columbia,industrial,2014,8.46
District Of Columbia,industrial,2015,8.775833333333333
District Of Columbia,industrial,2016,8.861666666666666
District Of Columbia,industrial,2017,8.216666666666667
District Of Columbia,industrial,2018,8.271666666666667
District Of Columbia,industrial,2019,8.228333333333333
District Of Columbia,industrial,2020,8.0325
District Of Columbia,industrial,2021,7.770833333333333
District Of Columbia,industrial,2022,7.734999999999999
District Of Columbia,industrial,2023,10.870833333333332
District Of Columbia,industrial,2024,10.85
District Of Columbia,industrial,2025,14.4325
District Of Columbia,industrial,2026,26.16
Florida,commercial,2001,7.085833333333333
Florida,commercial,2002,6.661666666666666
Florida,commercial,2003,7.128333333333334
Florida,commercial,2004,7.613333333333333
Florida,commercial,2005,8.16
Florida,commercial,2006,9.910833333333334
Florida,commercial,2007,9.750833333333334
Florida,commercial,2008,10.124166666666666
Florida,commercial,2009,10.790833333333333
Florida,commercial,2010,9.762500000000001
Florida,commercial,2011,9.855833333333333
Florida,commercial,2012,9.6775
Florida,commercial,2013,9.400833333333333
Florida,commercial,2014,9.8775
Florida,commercial,2015,9.516666666666667
Florida,commercial,2016,8.923333333333334
Florida,commercial,2017,9.354166666666666
Florida,commercial,2018,9.213333333333333
Florida,commercial,2019,9.283333333333333
Florida,commercial,2020,8.845833333333333
Florida,commercial,2021,9.516666666666667
Florida,commercial,2022,11.195
Florida,commercial,2023,11.975
Florida,commercial,2024,11.054166666666667
Florida,commercial,2025,11.481666666666667
Florida,commercial,2026,12.35
Florida,industrial,2001,5.179166666666666
Florida,industrial,2002,5.2275
Florida,industrial,2003,5.41
Florida,industrial,2004,5.845
Florida,industrial,2005,6.450833333333333
Florida,industrial,2006,7.698333333333333
Florida,industrial,2007,7.754166666666666
Florida,industrial,2008,8.248333333333333
Florida,industrial,2009,9.323333333333332
Florida,industrial,2010,8.848333333333334
Florida,industrial,2011,8.545833333333334
Florida,industrial,2012,8.035
Florida,industrial,2013,7.605833333333333
Florida,industrial,2014,7.900833333333334
Florida,industrial,2015,8.2125
Florida,industrial,2016,7.6875
Florida,industrial,2017,7.8275
Florida,industrial,2018,7.650833333333334
Florida,industrial,2019,7.6499999999999995
Florida,industrial,2020,7.154166666666666
Florida,industrial,2021,7.6475
Florida,industrial,2022,9.141666666666667
Florida,industrial,2023,9.404166666666667
Florida,industrial,2024,8.510833333333332
Florida,industrial,2025,8.836666666666666
Florida,industrial,2026,9.38
Georgia,commercial,2001,6.604166666666667
Georgia,commercial,2002,6.460833333333333
Georgia,commercial,2003,6.658333333333334
Georgia,commercial,2004,6.884166666666666
Georgia,commercial,2005,7.6575
Georgia,commercial,2006,7.7925
Georgia,commercial,2007,8.043333333333333
Georgia,commercial,2008,9.029166666666667
Georgia,commercial,2009,8.940833333333334
Georgia,commercial,2010,9.041666666666666
Georgia,commercial,2011,9.84
Georgia,commercial,2012,9.5625
Georgia,commercial,2013,9.974166666666667
Georgia,commercial,2014,10.3475
Georgia,commercial,2015,9.851666666666667
Georgia,commercial,2016,9.800833333333333
Georgia,commercial,2017,10.084999999999999
Georgia,commercial,2018,9.78
Georgia,commercial,2019,9.995833333333334
Georgia,commercial,2020,10.084999999999999
Georgia,commercial,2021,10.602500000000001
Georgia,commercial,2022,11.967500000000001
Georgia,commercial,2023,10.686666666666667
Georgia,commercial,2024,10.825833333333334
Georgia,commercial,2025,11.478333333333333
Georgia,commercial,2026,12.19
Georgia,industrial,2001,4.2700000000000005
Georgia,industrial,2002,3.9316666666666666
Georgia,industrial,2003,4.011666666666667
Georgia,industrial,2004,4.4191666666666665
Georgia,industrial,2005,5.2725
Georgia,industrial,2006,5.361666666666667
Georgia,industrial,2007,5.5125
Georgia,industrial,2008,6.654166666666666
Georgia,industrial,2009,6.113333333333333
Georgia,industrial,2010,6.204999999999999
Georgia,industrial,2011,6.578333333333333
Georgia,industrial,2012,5.9675
Georgia,industrial,2013,6.259166666666666
Georgia,industrial,2014,6.628333333333334
Georgia,industrial,2015,5.853333333333333
Georgia,industrial,2016,5.825
Georgia,industrial,2017,5.948333333333333
Georgia,industrial,2018,5.995
Georgia,industrial,2019,6.1433333333333335
Georgia,industrial,2020,5.7575
Georgia,industrial,2021,6.461666666666667
Georgia,industrial,2022,8.57
Georgia,industrial,2023,6.855833333333333
Georgia,industrial,2024,7.173333333333333
Georgia,industrial,2025,7.780833333333334
Georgia,industrial,2026,8.35
Hawaii,commercial,2001,14.8225
Hawaii,commercial,2002,14.088333333333333
Hawaii,commercial,2003,15.030833333333334
Hawaii,commercial,2004,16.173333333333336
Hawaii,commercial,2005,18.985
Hawaii,commercial,2006,21.40416666666667
Hawaii,commercial,2007,21.871666666666666
Hawaii,commercial,2008,29.607499999999998
Hawaii,commercial,2009,21.824166666666667
Hawaii,commercial,2010,25.910833333333333
Hawaii,commercial,2011,32.344166666666666
Hawaii,commercial,2012,34.88583333333333
Hawaii,commercial,2013,34.0825
Hawaii,commercial,2014,34.211666666666666
Hawaii,commercial,2015,26.974166666666665
Hawaii,commercial,2016,24.632499999999997
Hawaii,commercial,2017,26.795833333333334
Hawaii,commercial,2018,29.889166666666668
Hawaii,commercial,2019,29.278333333333336
Hawaii,commercial,2020,28.4875
Hawaii,commercial,2021,30.855833333333333
Hawaii,commercial,2022,40.04083333333333
Hawaii,commercial,2023,39.12583333333333
Hawaii,commercial,2024,38.284166666666664
Hawaii,commercial,2025,36.4375
Hawaii,commercial,2026,37.35
Hawaii,industrial,2001,11.673333333333334
Hawaii,industrial,2002,10.994166666666667
Hawaii,industrial,2003,12.205
Hawaii,industrial,2004,13.341666666666667
Hawaii,industrial,2005,15.735
Hawaii,industrial,2006,17.9425
Hawaii,industrial,2007,18.34
Hawaii,industrial,2008,25.96666666666667
Hawaii,industrial,2009,18.092499999999998
Hawaii,industrial,2010,21.9325
Hawaii,industrial,2011,28.3475
Hawaii,industrial,2012,30.825
Hawaii,industrial,2013,29.885833333333334
Hawaii,industrial,2014,30.214166666666667
Hawaii,industrial,2015,23.087500000000002
Hawaii,industrial,2016,20.675
Hawaii,industrial,2017,22.944166666666664
Hawaii,industrial,2018,26.084166666666665
Hawaii,industrial,2019,25.80333333333333
Hawaii,industrial,2020,24.474999999999998
Hawaii,industrial,2021,27.093333333333334
Hawaii,industrial,2022,36.56916666666667
Hawaii,industrial,2023,35.37833333333334
Hawaii,industrial,2024,34.221666666666664
Hawaii,industrial,2025,31.51
Hawaii,industrial,2026,32.76
Idaho,commercial,2001,5.101666666666667
Idaho,commercial,2002,5.715833333333333
Idaho,commercial,2003,5.576666666666667
Idaho,commercial,2004,5.3675
Idaho,commercial,2005,5.418333333333333
Idaho,commercial,2006,5.1674999999999995
Idaho,commercial,2007,5.135833333333333
Idaho,commercial,2008,5.723333333333334
Idaho,commercial,2009,6.483333333333333
Idaho,commercial,2010,6.641666666666667
Idaho,commercial,2011,6.4191666666666665
Idaho,commercial,2012,6.853333333333333
Idaho,commercial,2013,7.359166666666667
Idaho,commercial,2014,7.770833333333333
Idaho,commercial,2015,7.796666666666667
Idaho,commercial,2016,7.753333333333334
Idaho,commercial,2017,7.985
Idaho,commercial,2018,7.9325
Idaho,commercial,2019,7.669999999999999
Idaho,commercial,2020,7.7491666666666665
Idaho,commercial,2021,7.881666666666667
Idaho,commercial,2022,8.258333333333335
Idaho,commercial,2023,8.771666666666667
Idaho,commercial,2024,9.168333333333333
Idaho,commercial,2025,9.250833333333334
Idaho,commercial,2026,9.05
Idaho,industrial,2001,3.7091666666666665
Idaho,industrial,2002,4.221666666666667
Idaho,industrial,2003,4.159166666666667
Idaho,industrial,2004,3.74
Idaho,industrial,2005,3.8033333333333332
Idaho,industrial,2006,3.555
Idaho,industrial,2007,3.7541666666666664
Idaho,industrial,2008,4.343333333333333
Idaho,industrial,2009,5.014166666666667
Idaho,industrial,2010,5.024166666666667
Idaho,industrial,2011,4.954166666666667
Idaho,industrial,2012,5.2725
Idaho,industrial,2013,5.844166666666666
Idaho,industrial,2014,6.177499999999999
Idaho,industrial,2015,6.386666666666667
Idaho,industrial,2016,6.323333333333333
Idaho,industrial,2017,6.395
Idaho,industrial,2018,6.258333333333333
Idaho,industrial,2019,5.885000000000001
Idaho,industrial,2020,5.9925
Idaho,industrial,2021,6.1625000000000005
Idaho,industrial,2022,6.454166666666667
Idaho,industrial,2023,6.910833333333334
Idaho,industrial,2024,7.4191666666666665
Idaho,industrial,2025,7.732500000000001
Idaho,industrial,2026,6.81
Illinois,commercial,2001,7.376666666666666
Illinois,commercial,2002,7.484166666666667
Illinois,commercial,2003,7.281666666666666
Illinois,commercial,2004,7.520833333333333
Illinois,commercial,2005,7.7250000000000005
Illinois,commercial,2006,7.9175
Illinois,commercial,2007,8.570833333333333
Illinois,commercial,2008,9.237499999999999
Illinois,commercial,2009,9.049999999999999
Illinois,commercial,2010,8.8575
Illinois,commercial,2011,8.633333333333333
Illinois,commercial,2012,7.991666666666667
Illinois,commercial,2013,8.144166666666667
Illinois,commercial,2014,9.261666666666667
Illinois,commercial,2015,9.019166666666667
Illinois,commercial,2016,9.016666666666667
Illinois,commercial,2017,9.091666666666667
Illinois,commercial,2018,9.1175
Illinois,commercial,2019,9.09
Illinois,commercial,2020,9.163333333333334
Illinois,commercial,2021,9.663333333333332
Illinois,commercial,2022,11.292499999999999
Illinois,commercial,2023,11.2475
Illinois,commercial,2024,11.813333333333333
Illinois,commercial,2025,13.058333333333332
Illinois,commercial,2026,12.28
Illinois,industrial,2001,4.6499999999999995
Illinois,industrial,2002,4.8625
Illinois,industrial,2003,4.8549999999999995
Illinois,industrial,2004,4.648333333333333
Illinois,industrial,2005,4.6066666666666665
Illinois,industrial,2006,4.685833333333333
Illinois,industrial,2007,6.608333333333333
Illinois,industrial,2008,7.329166666666667
Illinois,industrial,2009,7.013333333333333
Illinois,industrial,2010,6.810833333333334
Illinois,industrial,2011,6.415833333333333
Illinois,industrial,2012,5.795833333333333
Illinois,industrial,2013,5.94
Illinois,industrial,2014,6.8525
Illinois,industrial,2015,6.659166666666667
Illinois,industrial,2016,6.505833333333334
Illinois,industrial,2017,6.473333333333334
Illinois,industrial,2018,6.798333333333333
Illinois,industrial,2019,6.531666666666666
Illinois,industrial,2020,6.697500000000001
Illinois,industrial,2021,7.299166666666667
Illinois,industrial,2022,8.563333333333334
Illinois,industrial,2023,8.198333333333332
Illinois,industrial,2024,8.820833333333333
Illinois,industrial,2025,10.129166666666666
